"Country","Issuer","Ruling authority","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Length","Width","Thickness","Orientation","Year","Gregorian year","Mintmark","Marks","References","Comment","Quantity","For exchange","Grade","Collection","From set","Buying price (USD)","Estimate (USD)","Private comment","Public comment","Storage location","Acquisition place","Acquisition date","Serial number","Internal ID","Weight","Size","Axis","Third-party grading","Grade","Details","Slab number","CAC sticker"
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 494a","N# 35018","¼ Dollar ""Washington Quarter"" (Gettysburg National Military Park, Pennsylvania - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505156, Greysheet# 71190","Proof","1","FALSE","UNC","(PCGS) National Parks","","13.72","9.06","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","19377983",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 494a","N# 35018","¼ Dollar ""Washington Quarter"" (Gettysburg National Military Park, Pennsylvania - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505156, Greysheet# 71190","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","","9.06","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495","N# 20923","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","D","","PCGS# 505144, Greysheet# 70937","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495","N# 20923","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505143, Greysheet# 70936","","1","FALSE","UNC","Mint Sets","","0","1.06","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495","N# 20923","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505143, Greysheet# 70936","","1","FALSE","UNC","Zoo","","0","1.06","","World Coins Zoo, Mountain Goat, Oreamos Americanus","World Coin Zoo Binder","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495","N# 20923","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505159, Greysheet# 71191","Proof","1","FALSE","UNC","(PCGS) National Parks","","0","2.62","","","PCGS BOX #2","","2025-04-03","","","","","","PCGS","PR70","DCAM","42424897",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495","N# 20923","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505159, Greysheet# 71191","Proof","1","FALSE","UNC","Mint Sets","","0","2.62","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495a","N# 35019","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505162, Greysheet# 71192","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","","9.02","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 495a","N# 35019","¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505162, Greysheet# 71192","Proof","1","FALSE","","(PCGS) National Parks","","13.79","","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","19378058",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496","N# 22804","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","D","","PCGS# 505146, Greysheet# 70939","","1","FALSE","UNC","Mint Sets","","0","1.06","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496","N# 22804","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505145, Greysheet# 77701","","1","FALSE","UNC","Mint Sets","","0","1","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496","N# 22804","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505145, Greysheet# 77701","","1","FALSE","UNC","Zoo","","","1","","World Coin Zoo","World Coin Zoo Binder","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496","N# 22804","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505165, Greysheet# 71193","Proof","1","FALSE","UNC","Mint Sets","","0","3.5","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496a","N# 35020","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505168, Greysheet# 71194","Proof","1","FALSE","UNC","(PCGS) National Parks","","13.5","8.84","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","19378015",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 496a","N# 35020","¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505168, Greysheet# 71194","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","","8.84","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 497","N# 24704","¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","D","","PCGS# 505148, Greysheet# 70941","","1","FALSE","UNC","Mint Sets","","0","1.06","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 497","N# 24704","¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505147, Greysheet# 77702","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 497","N# 24704","¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505171, Greysheet# 71195","Proof","1","FALSE","UNC","Mint Sets","","0","2.79","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 497a","N# 35021","¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505174, Greysheet# 71196","Proof","1","FALSE","UNC","(PCGS) National Parks","","14.52","9.76","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","19378124",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 497a","N# 35021","¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505174, Greysheet# 71196","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","","9.76","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498","N# 24705","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","D","","PCGS# 505150, Greysheet# 70943","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498","N# 24705","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","P","","PCGS# 505149, Greysheet# 77703","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498","N# 24705","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505177, Greysheet# 71197","Proof","1","FALSE","UNC","Mint Sets","","0","2.62","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498","N# 24705","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)","Circulating commemorative coins","2011","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505177, Greysheet# 71197","Proof","1","FALSE","UNC","(PCGS) National Parks","","0","2.62","","","PCGS BOX #2","","","","","","","","PCGS","PR70","","51099927",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498a","N# 35022","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505180, Greysheet# 71198","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","","9.56","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 498a","N# 35022","¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma - Silver Proof)","Non-circulating coins","2011","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2011","2011","S","","PCGS# 505180, Greysheet# 71198","Proof","1","FALSE","UNC","(PCGS) National Parks","","13.52","9.56","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","19378144",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 519","N# 29265","¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","D","","PCGS# 510067, Greysheet# 71560","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 519","N# 29265","¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","P","","PCGS# 510066, Greysheet# 77704","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 519","N# 29265","¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 514347, Greysheet# 77705","Circulation Quality (not released for circulation)","1","FALSE","UNC","Zoo","","0","1.63","","World Coins Zoo,","World Coin Zoo Binder","","","","1","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 519a","N# 35023","¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510078, Greysheet# 77794","Proof","1","FALSE","UNC","Mint Sets","","0","12.19","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 519a","N# 35023","¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510078, Greysheet# 77794","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","12","12.19","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 520","N# 32172","¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","D","","PCGS# 510069, Greysheet# 77706","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 520","N# 32172","¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","P","","PCGS# 510068, Greysheet# 71559","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 520a","N# 35024","¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510082, Greysheet# 77796","Proof","1","FALSE","UNC","Mint Sets","","0","11.74","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 520a","N# 35024","¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510082, Greysheet# 77796","Proof","1","FALSE","UNC","(PCGS) National Parks","","13","11.74","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","26014647",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 520a","N# 35024","¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510082, Greysheet# 77796","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","12","11.74","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 521","N# 33916","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","","","2012","2012","D","","PCGS# 510071, Greysheet# 77710","","1","FALSE","UNC","Mint Sets","","","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 521","N# 33916","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","","","2012","2012","P","","PCGS# 510070, Greysheet# 77709","","1","FALSE","UNC","Mint Sets","","","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 521a","N# 35025","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510086, Greysheet# 77798","Proof","1","FALSE","UNC","Mint Sets","","0","11.74","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 521a","N# 35025","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510086, Greysheet# 77798","Proof","1","FALSE","UNC","(PCGS) National Parks","","12.52","11.74","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","26014687",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 521a","N# 35025","¼ Dollar ""Washington Quarter"" (Acadia National Park, Maine - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510086, Greysheet# 77798","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","12","11.74","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 522","N# 33985","¼ Dollar ""Washington Quarter"" (Hawai'i Volcanoes National Park, Hawaii)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","D","","PCGS# 510073, Greysheet# 77713","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 522","N# 33985","¼ Dollar ""Washington Quarter"" (Hawai'i Volcanoes National Park, Hawaii)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","P","","PCGS# 510072, Greysheet# 77712","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 522a","N# 35026","¼ Dollar ""Washington Quarter"" (Hawai'i Volcanoes National Park, Hawaii - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510090, Greysheet# 77800","Proof","1","FALSE","UNC","Mint Sets","","0","13.01","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 522a","N# 35026","¼ Dollar ""Washington Quarter"" (Hawai'i Volcanoes National Park, Hawaii - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510090, Greysheet# 77800","Proof","1","FALSE","UNC","(PCGS) National Parks","","12.5","13.01","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","26014728",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 522a","N# 35026","¼ Dollar ""Washington Quarter"" (Hawai'i Volcanoes National Park, Hawaii - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510090, Greysheet# 77800","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","12","13.01","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523","N# 33986","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","D","","PCGS# 510075, Greysheet# 77716","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523","N# 33986","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","P","","PCGS# 510074, Greysheet# 77715","","1","FALSE","UNC","Mint Sets","","0","1.03","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523","N# 33986","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska)","Circulating commemorative coins","2012","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510092, Greysheet# 77801","Proof","1","FALSE","UNC","(PCGS) National Parks","","0","3.19","","","PCGS BOX #2","","","","","","","","PCGS","PR70","DCAM","56955439",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523a","N# 35027","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510094, Greysheet# 77802","Proof","1","FALSE","UNC","(PCGS) National Parks","","0","11.89","","","PCGS BOX #3","","2025-04-02","","","","","","PCGS","PR70","DCAM","26118757",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523a","N# 35027","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510094, Greysheet# 77802","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","12","11.89","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 523a","N# 35027","¼ Dollar ""Washington Quarter"" (Denali National Park and Preserve, Alaska - Silver Proof)","Non-circulating coins","2012","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2012","2012","S","","PCGS# 510094, Greysheet# 77802","Proof","1","FALSE","UNC","Mint Sets","","0","11.89","","","Proof Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 542","N# 43010","¼ Dollar ""Washington Quarter"" (White Mountain National Forest, New Hampshire)","Circulating commemorative coins","2013","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","D","","PCGS# 517192, Greysheet# 77719","","1","FALSE","UNC","Mint Sets","","0","1","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 542","N# 43010","¼ Dollar ""Washington Quarter"" (White Mountain National Forest, New Hampshire)","Circulating commemorative coins","2013","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","P","","PCGS# 517191, Greysheet# 77718","","1","FALSE","UNC","Mint Sets","","0","1.02","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 542a","N# 45350","¼ Dollar ""Washington Quarter"" (White Mountain National Forest, New Hampshire - Silver Proof)","Non-circulating coins","2013","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","S","","PCGS# 516824, Greysheet# 77804","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","7","10.55","","","Dansco (7148)","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 542a","N# 45350","¼ Dollar ""Washington Quarter"" (White Mountain National Forest, New Hampshire - Silver Proof)","Non-circulating coins","2013","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","S","","PCGS# 516824, Greysheet# 77804","Proof","1","FALSE","UNC","(PCGS) National Parks","","12.5","10.55","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","27818672",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 543","N# 43520","¼ Dollar ""Washington Quarter"" (Perry's Victory, Ohio)","Circulating commemorative coins","2013","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","D","","PCGS# 517195, Greysheet# 77722","","1","FALSE","UNC","Mint Sets","","0","1.05","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 543","N# 43520","¼ Dollar ""Washington Quarter"" (Perry's Victory, Ohio)","Circulating commemorative coins","2013","Round","Copper-nickel clad copper","5.67","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","P","","PCGS# 517194, Greysheet# 77721","","1","FALSE","UNC","Mint Sets","","0","1.04","","","Mint Set","","","","","","","","","","","",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 543a","N# 48426","¼ Dollar ""Washington Quarter"" (Perry's Victory - Silver Proof)","Non-circulating coins","2013","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","S","","PCGS# 516826, Greysheet# 77806","Proof","1","FALSE","UNC","(PCGS) National Parks","","15","11.72","","","PCGS BOX #3","Ebay","","","","","","","PCGS","PR69","DCAM","27818678",""
"United States","United States","Federal republic (1776-date)","Dollar (1785-date)","0.25","KM# 543a","N# 48426","¼ Dollar ""Washington Quarter"" (Perry's Victory - Silver Proof)","Non-circulating coins","2013","Round","Silver (.900)","6.25","24.26","24.26","","1.75","Coin alignment ↑↓","2013","2013","S","","PCGS# 516826, Greysheet# 77806","Proof","1","FALSE","UNC","(Dansco-7148) Washington Parks Quarters","","8","11.72","","","Dansco (7148)","","","","","","","","","","","",""
